time,PNG,X,Y,left,right,lclick,rclick,return,space,escape,up,down,pageup,pagedown,control
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,1,786,715,0,0,0,0,0,0,0,0,0,0,0,0
5625,1,784,702,0,0,0,0,0,0,0,0,0,0,0,0
5672,1,782,686,0,0,0,0,0,0,0,0,0,0,0,0
5734,1,782,669,0,0,0,0,0,0,0,0,0,0,0,0
5797,1,782,663,0,0,0,0,0,0,0,0,0,0,0,0
5844,1,782,655,0,0,0,0,0,0,0,0,0,0,0,0
5891,1,783,645,0,0,0,0,0,0,0,0,0,0,0,0
5953,1,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6000,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6016,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6047,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6078,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6094,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6125,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6141,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6172,1,783,643,1,0,0,0,0,0,0,0,0,0,0,0
6219,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6250,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6266,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6297,1,783,643,0,0,1,0,0,0,0,0,0,0,0,0
6344,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6375,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6391,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6422,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6453,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6469,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6500,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6516,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6547,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6578,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6594,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6625,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6641,1,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6687,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6703,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6719,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6750,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6766,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6797,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6828,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6844,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6875,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6891,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6922,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6953,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
6969,0,783,643,0,0,0,0,0,0,0,0,0,0,0,0
7000,1,783,643,0,0,0,0,0,0,0,0,0,0,0,0
7047,1,784,629,0,0,0,0,0,0,0,0,0,0,0,0
7094,1,786,619,0,0,0,0,0,0,0,0,0,0,0,0
7141,1,788,587,0,0,0,0,0,0,0,0,0,0,0,0
7187,1,787,538,0,0,0,0,0,0,0,0,0,0,0,0
7234,1,787,500,0,0,0,0,0,0,0,0,0,0,0,0
7297,1,789,471,0,0,0,0,0,0,0,0,0,0,0,0
7344,1,797,453,0,0,0,0,0,0,0,0,0,0,0,0
7391,1,812,423,0,0,0,0,0,0,0,0,0,0,0,0
7437,1,821,405,0,0,0,0,0,0,0,0,0,0,0,0
7469,1,825,394,0,0,0,0,0,0,0,0,0,0,0,0
7516,1,828,386,0,0,0,0,0,0,0,0,0,0,0,0
7578,1,829,381,0,0,0,0,0,0,0,0,0,0,0,0
7625,1,830,376,0,0,0,0,0,0,0,0,0,0,0,0
7672,1,833,367,0,0,0,0,0,0,0,0,0,0,0,0
7719,1,840,350,0,0,0,0,0,0,0,0,0,0,0,0
7766,1,846,344,0,0,0,0,0,0,0,0,0,0,0,0
7812,1,866,342,0,0,0,0,0,0,0,0,0,0,0,0
7859,1,901,342,0,0,0,0,0,0,0,0,0,0,0,0
7922,1,931,343,0,0,0,0,0,0,0,0,0,0,0,0
7969,1,932,343,0,0,0,0,0,0,0,0,0,0,0,0
8016,1,935,345,0,0,0,0,0,0,0,0,0,0,0,0
8047,1,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8094,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8125,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8141,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8172,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8203,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8219,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8250,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8266,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8297,1,936,345,1,0,0,0,0,0,0,0,0,0,0,0
8344,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8375,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8391,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8422,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8453,1,936,345,0,0,1,0,0,0,0,0,0,0,0,0
8500,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8516,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8547,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8578,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8594,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8625,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8641,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8672,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8703,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8719,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8750,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8766,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8797,1,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8844,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8875,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8891,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8922,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8953,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
8969,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9000,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9016,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9047,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9078,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9094,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9125,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9141,1,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9187,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9203,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9219,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9250,0,936,345,0,0,0,0,0,0,0,0,0,0,0,0
9266,1,934,346,0,0,0,0,0,0,0,0,0,0,0,0
9312,1,924,346,0,0,0,0,0,0,0,0,0,0,0,0
9359,1,918,346,0,0,0,0,0,0,0,0,0,0,0,0
9406,1,914,347,0,0,0,0,0,0,0,0,0,0,0,0
9469,1,906,348,0,0,0,0,0,0,0,0,0,0,0,0
9516,1,886,348,0,0,0,0,0,0,0,0,0,0,0,0
9562,1,866,346,0,0,0,0,0,0,0,0,0,0,0,0
9609,1,854,345,0,0,0,0,0,0,0,0,0,0,0,0
9656,1,853,345,0,0,0,0,0,0,0,0,0,0,0,0
9719,1,852,345,0,0,0,0,0,0,0,0,0,0,0,0
9766,1,844,345,0,0,0,0,0,0,0,0,0,0,0,0
9812,1,835,345,0,0,0,0,0,0,0,0,0,0,0,0
9859,1,827,346,0,0,0,0,0,0,0,0,0,0,0,0
9906,1,824,347,0,0,0,0,0,0,0,0,0,0,0,0
9953,1,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10016,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10047,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10078,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10094,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10125,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10141,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10172,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10203,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10219,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10250,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10266,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10297,1,823,347,0,0,0,0,0,0,0,0,0,0,0,0
10344,1,823,347,1,0,0,0,0,0,0,0,0,0,0,0
10391,1,823,347,0,0,1,0,0,0,0,0,0,0,0,0
10453,0,823,347,0,0,0,0,0,0,0,0,0,0,0,0
